chunk_id,text,token_count,start_token_index,end_token_index
95,"lı Ay yolculuğu projesidir. Apollo Projesi, Gemini Projesi'nden sonra gerçekleştirilmiştir. Uzay Yarışı ve Soğuk Savaş, Apollo Projesi aşamasına gelinmesinde etkili olmuştur. Proje, Apollo uzay araçları ve Saturn V ile 1961 ile 1975 yılları arasına uygulanmıştır. Apollo Projesi, adını Yunan tanrısı Apollon'dan almıştır.  Apollo uzay gemileri 3 kişilik bir kabin, bir füze ve özitmeli bir kapsülden oluşuyordu. Füze, fırlatma ve manevra amaçlı; kapsül, uzay gemisi ile Ay yüzeyi arasındaki ilişkiyi sağlayabilme amaçlıydı. (Önce uzay gemisi fırlatılarak Ay yörüngesine yerleştirilir, sonra 3 astronottan ikisi kapsüle geçerek Ay yüzeyine bu kapsülün geri itmeli fren sistemi sayesinde Ay'a iner. Görevleri bitince de yörüngede bekleyen uzay gemisine ger",300,22800,23100
96," sonra 3 astronottan ikisi kapsüle geçerek Ay yüzeyine bu kapsülün geri itmeli fren sistemi sayesinde Ay'a iner. Görevleri bitince de yörüngede bekleyen uzay gemisine geri dönerler.) NASA, Ay'a insanlı gemi göndermeden önce insansız Orbiter, Ranger ve Surveyor araçlarını gönderdi. Bunlar yardımı ile Ay'ın yüzeyinde Apollo'nun inişi için uygun yer arandı.  Ay yüzeyine inmeden önce Apollo Projesi'nde görev alanların insan yaşamına gelecek zararı en aza indirgemek amacıyla planladığı bir dizi uçuş sırasında 4 ayrı plan düşünülmüştü:  Doğrudan Yükseliş: Bu plana göre uzay gemisi doğrudan Ay'a fırlatılacaktı ve tüm uzay aracının yapacağı tek iş Ay'a önce inip sonra kalkmak olacaktı. Bu işlem için dönemin en güçlü roketi Novaroketinden daha güçlü bir rokete gereksinim vardı. Dünya Yörüngesinde",300,23040,23340
97,"'a önce inip sonra kalkmak olacaktı. Bu işlem için dönemin en güçlü roketi Novaroketinden daha güçlü bir rokete gereksinim vardı. Dünya Yörüngesinde Buluşma: Bu plan; biri uzay gemisini, öteki de yakıtı barındıran iki Saturn V roketinin fırlatma işlemini gerektiriyordu. Uzay gemisi Dünya yörüngesine yerleşecek ve yeterli yakıtla doldurularak Ay'a gidip gelecekti. Yeniden tüm uzay aracı Ay yüzeyine oturacaktı.  Ay Yüzeyinde Buluşma: Bu plan ise, biri itici yakıtı taşıyan ve Ay'a iniş yapacak olan insansız araç ile onu bir süre sonra izleyecek olan insanlı iki uzay gemisinden oluşuyordu. İtici yakıt, insanlı araç Dünya'ya dönmeden insansız araçtan insanlı araca aktarılacaktı.  Ay Yörüngesinde Buluşma: Bu plan seçilen plan olmuştur. Pl",300,23280,23580
98," yakıt, insanlı araç Dünya'ya dönmeden insansız araçtan insanlı araca aktarılacaktı.  Ay Yörüngesinde Buluşma: Bu plan seçilen plan olmuştur. Plana göre uzay aracı Komuta Modülü, Hizmet Modülü ve Ay Örümceği'nden oluşuyordu. Komuta Modülü ve Hizmet Modülü üç astronotun 5 günlük Ay yolculuğu için gerekli yaşamsal sistemleri ve araç atmosfere geri dönerken gerekecek olan ısı kalkanını barındırıyordu. Ay Örümceği, ana parçadan Ay yörüngesinde ayrılacak ve iki astronotu Ay yüzeyine iniş için taşıyacaktı. En sonda da Komuta Modülü ile Hizmet Modülü dönecekti. Atmosfere girerken Hizmet Modülü de terk edilecek ve böylelikle Dünya'ya geri dönen tek parça Komuta Modülü olacaktı.  Tüm planları birbiriyle karşılaştırdığımızda Ay Yör",300,23520,23820
99,"met Modülü de terk edilecek ve böylelikle Dünya'ya geri dönen tek parça Komuta Modülü olacaktı.  Tüm planları birbiriyle karşılaştırdığımızda Ay Yörüngesinde Buluşma planı uzay aracının yalnızca ufak bir bölümünün Ay'a inişi nedeniyle geri dönüş yolculuğu için fırlatılması gereken kütleyi en aza indiriyordu. Geri fırlatılacak kütle, iniş motoru ve iniş vitesinin de Ay yüzeyinde bırakılmasıyla daha da aza indirgenmiştir.  Projenin uygulanışı boyunca elde edilen birçok başarıya karşın 2 büyük başarısızlık yaşandı. İlki Apollo 1'in fırlatılış provası sırasında 3 astronotun (Gus Grissom, Edward Higgins White ve Roger Chaffee) ölümü, ikincisi ise Apollo 13'ün patlama geçirmesiydi. Bu felaket proje mühendislerinin, uçuş denetçilerinin ve ekip üyelerinin ç",300,23760,24060
100,", Edward Higgins White ve Roger Chaffee) ölümü, ikincisi ise Apollo 13'ün patlama geçirmesiydi. Bu felaket proje mühendislerinin, uçuş denetçilerinin ve ekip üyelerinin çabaları sayesinde astronotlara bir şey olmadan atlatıldı.  İlk önemli adım 21 Aralık 1968'de fırlatılan Apollo 8'in Ay'ın yörüngesine oturtulması ve Ay çevresinde 10 kez dönmesiyle atıldı. 3 Mart 1969'da Apollo 9 ile Ay'a inmede kullanılacak Ay Örümceği denendi. Apollo'nun ana gövdesinden bir tünelle Ay Örümceği'ne geçilerek ilk kez araç dışına çıkmadan bir araçtan diğerine aktarma yapıldı.  Apollo Projesi'nin en büyük başarısını Apollo 11 gerçekleştirdi. 16 Temmuz 1969'da Cape Kennedy uzay üssünden fırlatılan Apollo 11'in içindeki astronotlardan Neil Armstrong ve Edwin Aldrin 20 Temmuz'da Eagle ad",300,24000,24300
101," gerçekleştirdi. 16 Temmuz 1969'da Cape Kennedy uzay üssünden fırlatılan Apollo 11'in içindeki astronotlardan Neil Armstrong ve Edwin Aldrin 20 Temmuz'da Eagle adlı Ay Örümceği'ne geçtiler ve 21 Temmuz'da sabahın erken saatlerinde Ay'a ayak bastılar. 14 Kasım 1969'da fırlatılan Apollo 12 ile 19 Kasım'da Ay'a 2. kez insan indirme başarısı sağlandı. Apollo 13 Ay yolundayken bir patlama geçirdi ve aracın büyük bölümü parçalandı. Astronotlar güçlükle Dünya'ya geri dönebildiler ve böylece bir felaket atlatılmış oldu. Apollo 15 astronotları uzay aracı ile birlikte götürülen Ay Taşıtı ile Ay yüzeyinde dolaşarak geniş ölçüde örnek topladılar. Apollo 16, yaklaşık 100 kg ağırlığında bir Ay taşı getirdi. Apollo 17 ise 1972 yılının aralığında son Ay seferini gerçek",300,24240,24540
102," ölçüde örnek topladılar. Apollo 16, yaklaşık 100 kg ağırlığında bir Ay taşı getirdi. Apollo 17 ise 1972 yılının aralığında son Ay seferini gerçekleştirdi.  Theia, 4,5 milyar yıl önce Dünya ile çarpıştığı varsayılan gezegen.Çarpışma sonucu Theia gezegeni paramparça olmuş; bir kısmı Dünya'nın üzerine saçılmış, geri kalan kısmı ise Ay'ı oluşturmuştur. Bu düşünce Ay'ın çekirdeğinin büyüklüğünü, yoğunluğunu ve jeolojik açıdan birçok farklılığını açıklamaktadır.  Mars büyüklüğünde olduğu düşünülmektedir. Bazı antik gezegen kuramcılarına göre tamamen ortadan kaybolmamış, halen 4 ve 5 no'lu Lagrange noktalarında varlığını sürdürmektedir. Dolunay, Ay'ın Güneş'e göre Dünya'nın ters tarafında k",300,24480,24780
103," tamamen ortadan kaybolmamış, halen 4 ve 5 no'lu Lagrange noktalarında varlığını sürdürmektedir. Dolunay, Ay'ın Güneş'e göre Dünya'nın ters tarafında kaldığı evresi. Dolunay, Ay ile Güneş'in jeosentrik zahir (ekliptik) boylamlarının farkı 180 derece olduğunda gerçekleşir. Bu durumda Ay, Dünya'ya göre Güneş ile ters noktalardadır. Sinodik aya göre Ay'ın aynı evreleri arasındaki zaman ortalama 29,53 gündür. Bu sebeple yeniay ile başlayan Ay takvimine göre dolunay 14 veya 15. günde gerçekleşir. Kameri ay hep tam sayılardan oluştuğu için 29 veya 30 gün sürer. Güneş tutulması, Ay'ın yörünge hareketi sırasında Dünya ile Güneş arasına girmesi ve dolayısıyla Ay'ın Güneş'i kısmen ya da tümüyle örtmesi sonucunda gözlemlenen doğa olayıdır",300,24720,25020
104,"keti sırasında Dünya ile Güneş arasına girmesi ve dolayısıyla Ay'ın Güneş'i kısmen ya da tümüyle örtmesi sonucunda gözlemlenen doğa olayıdır. Tutulmanın olması için Ay'ın yeni ay evresinde olması ve Dünya'ya göre Güneş ile kavuşum halinde olması, yani yörünge düzleminin Dünya'nın Güneş çevresindeki yörünge düzlemi ile çakışması gerekir. Bir yıl içinde Ay, Dünya çevresinde yaklaşık on iki kez dönmesine karşın, Ay'ın yörünge düzlemi ile Dünya'nın yörünge düzlemi arasında beş derece kadar bir açı olması sonucu, Ay her defasında Güneş'in tam önünden geçmez ve dolayısıyla bu çakışma seyrek olarak oluşur. Bu yüzden, yılda iki ile beş arasında Güneş tutulması gözlemlenir. Bunlardan en çok ikisi tam tutulma olabilir. Güneş tutulması Dünya üzer",300,24960,25260
105,"rek olarak oluşur. Bu yüzden, yılda iki ile beş arasında Güneş tutulması gözlemlenir. Bunlardan en çok ikisi tam tutulma olabilir. Güneş tutulması Dünya üzerinde dar bir koridor izler. Bu yüzden herhangi bir bölge için Güneş tutulması çok ender bir olaydır. Tam güneş tutulması: Ay'ın Güneş'i Dünya'dan disk halinde görünen ışık yuvarını tümüyle örtmesi ile oluşur. Güneş'in çok parlak olan ışık yuvarı Ay'ın karanlık gölgesi ile örtülür ve Güneş'in ışık yuvarından çok daha soluk olan taç küre çıplak gözle görülebilir hale gelir. Tutulmaya ancak tam tutulma zamanında güvenli olarak çıplak gözle bakılabilir. Bu sırada hava, parlak yıldızlar ve gezegenler gözle görülebilecek kadar kararır. Tam tutulma, Dünya yüzeyindeki dar bir koridorda gözlenebilir. Hibrit güneş tutulması",300,25200,25500
106," hava, parlak yıldızlar ve gezegenler gözle görülebilecek kadar kararır. Tam tutulma, Dünya yüzeyindeki dar bir koridorda gözlenebilir. Hibrit güneş tutulması: Tutulmanın Dünya yüzeyinin bazı bölgelerinde tam, bazı bölgelerinde halkalı olarak gözlenmesi demektir. Hibrit tutulmalar ender olarak görülür. Halkalı güneş tutulması: Ay'ın, Güneş'in önünden tam kavuşumlu geçişinde Güneş'i tam örtmediği zaman gözlemlenir. Ay'ın çapı, Güneş'in ışık yuvarının çapının yaklaşık 400'de biridir. Ancak Ay'ın Dünya'ya uzaklığı, Güneş'in uzaklığının yine yaklaşık 400'de biridir. Bu yüzden Ay'ın Dünya'dan görünür büyüklüğü Güneş ile yaklaşık olarak aynıdır. Ancak gerek Dünya'nın Güneş çevresindeki, gerekse Ay'ın Dünya çevresinde",300,25440,25740
107,"ünya'dan görünür büyüklüğü Güneş ile yaklaşık olarak aynıdır. Ancak gerek Dünya'nın Güneş çevresindeki, gerekse Ay'ın Dünya çevresindeki yörüngeleri tam daire olmadığından, Ay her tam kavuşumlu geçişte Güneş'i tam olarak örtmez. Bu durumda, Güneş diskinin Ay tarafından örtülmeyen kısmı, Dünya'dan halka şeklinde gözlemlenir. Parçalı güneş tutulması: Ay'ın Güneş'i kısmen örtmesi sonucunda oluşur. Her tam ve halkalı tutulma, parçalı tutulma olarak başlar ve tam kavuşumdan sonra yine parçalı tutulma halinde devam eder ve biter. Tam tutulma sırasında, tutulmanın tam olarak gözlenebildiği Dünya yüzeyindeki dar koridorun dışındaki geniş alanlarda, tutulma parçalı tutulma olarak görülür. Çok kısa bir süre bile olsa Güneş'e doğrudan bakmak,",300,25680,25980
108,"iği Dünya yüzeyindeki dar koridorun dışındaki geniş alanlarda, tutulma parçalı tutulma olarak görülür. Çok kısa bir süre bile olsa Güneş'e doğrudan bakmak, göz retinasında kalıcı hasara ve dolayısıyla körlüğe varan görüş kalıcı görüş bozukluklarına neden olabilir. Retina acıya duyarlı olmadığından, bu hasarın oluşma hissi algılanmaz. Olağan koşullar altında Güneş, doğrudan bakılamayacak kadar parlaktır. Ancak tutulma sırasında Güneş kısmen örtüldüğünde, parlaklığı azalıp doğrudan bakılabilir olduğu yanılsaması kolaylıkla oluşabilir. Özellikle çocuklar ve deneyimsiz gözlemciler bu yanılgıya kolaylıkla düşebilirler. Göz bebeği en parlak nesneye değil, ortamdaki toplam ışığa göre tepki verir. Dolayısıyla göz bebeği Güneş diski kısmen örtüldü",300,25920,26220
109,"ebilirler. Göz bebeği en parlak nesneye değil, ortamdaki toplam ışığa göre tepki verir. Dolayısıyla göz bebeği Güneş diski kısmen örtüldüğünde, Güneş'in normal haline bakıldığı durumdan daha geniş olur, böylelikle retina Güneş'in örtülmeyen kısmından gelen ışınıma daha çok maruz kalır. Bu yüzden, tam tutulma süresi dışında tutulma halindeki Güneş'e doğrudan bakmak, normal koşullardaki Güneş'e bakmaktan daha tehlikelidir. Güneş'e özel önlem alınmaksızın dürbün, teleskop, fotoğraf makinesi vizörü gibi optik araçlarla bakmak ise, çıplak gözle bakmaktan çok daha tehlikelidir. Parçalı ve halkalı tutulmalar Parçalı ve halkalı Güneş tutulmalarının izlenmesi, özel göz koruması gerektirir. Güneş diski, ancak Güneş ışınımının zararlı bölümünün",300,26160,26460
110,"malar Parçalı ve halkalı Güneş tutulmalarının izlenmesi, özel göz koruması gerektirir. Güneş diski, ancak Güneş ışınımının zararlı bölümünün uygun şekilde filtrelenmesi ile güvenli olarak izlenebilir. Güneş gözlükleri, yeterli olmadığından uygun değildir. Ancak uygun olarak tasarlanıp üretilmiş sertifikalı Güneş filtreleri Güneş tutulmasının doğrudan izlenmesi için güvenli olabilir. Güneş diskinin en güvenli izlenme yöntemi, projeksiyondur. Bu yöntem, Güneş görüntüsünün, dürbün, teleskop ya da dip kısmında yaklaşık 1 mm çapında bir delik açılmış bir karton kutu kullanılarak beyaz bir kağıda düşürülmesi ile gerçekleştirilebilir. Güneş'in bu şekilde yansıtılmış görüntüsü güvenle izlenebilir.  Parçalı tutulma sırasında, Güneş'in ne kadarının ört",300,26400,26700
111," ile gerçekleştirilebilir. Güneş'in bu şekilde yansıtılmış görüntüsü güvenle izlenebilir.  Parçalı tutulma sırasında, Güneş'in ne kadarının örtüldüğüne bağlı olarak havada kararma fark edilebilir. Ancak Güneş koronası (taç tabaka) görünmez. Güneş'in yaklaşık üçte ikisi veya daha çoğu örtüldüğünde gün ışığının solduğu anlaşılabilir. am Güneş tutulmasını, Güneş'in ışıkküresi Ay'ın diski tarafından tam olarak örtüldüğünde, çıplak gözle, dürbünle veya teleskopla doğrudan izlemek güvenlidir. Güneş tacı (korona) bu sırada gözlemlenebilir, renkyuvarı ve hatta Güneş püskürtüsü görülebilir. Ay'ın diski Güneş'in ışıkyuvarını tam olarak kapatmadan önce Baily boncukları görülür. Bunlar, Ay vadilerinden kaçıp Dünya'",300,26640,26940
112,"ürtüsü görülebilir. Ay'ın diski Güneş'in ışıkyuvarını tam olarak kapatmadan önce Baily boncukları görülür. Bunlar, Ay vadilerinden kaçıp Dünya'ya ulaşan Güneş ışınlarıdır. Tam tutulma, son gün ışığının Ay diskinin kenarından kurtulduğu anda görülen elmas yüzük etkisi ile başlar. Elmas yüzük yok olur, hava belirgin olarak kararır, parlak yıldızlar ve gezegenler görünür. Tam tutulma, baştakinin tam karşı tarafından ilk gün ışığının gözükmesi ile tekrar oluşan elmas yüzük etkisi ve hemen ardından tekrar görünen Baily boncukları ile sona erer. Güneş tutulmaları ve depremler arasında bir bağlantı olduğu yolunda kimi çevrelerde inanışlar bulunmaktadır. Özellikle 11 Ağustos 1999 tam Güneş tutulmasından kısa bir süre sonra gerçekleşen 1999 Gölcük Depremi ard",300,26880,27180
113," çevrelerde inanışlar bulunmaktadır. Özellikle 11 Ağustos 1999 tam Güneş tutulmasından kısa bir süre sonra gerçekleşen 1999 Gölcük Depremi ardından bu inanışın yaygınlaştığı görülmektedir. Ancak gerek astronomi, gerekse deprem bilimi uzmanları, bu iki doğa olayı arasında herhangi bir nedensel ilişki bulunmadığını açıklamışlardır. Ay'ın Dünyayı yavaşlatması Ay'ın Dünyayı yavaşlatması Ay'ın Dünyaya etkilediği kuvvettir bu kuvvet sayesinde Dünyamızda bir gün 24 saattir. Gelecekte 1 gün 28 saati bulacağı tahmin edilmektedir bunun olacağı tahmini zaman 500 Milyon yılı göstermektedir """"ileride bu rakam değişebilir""""  Öte yandan Ay'ın Dünya'nın dönüş hızını giderek yavaşlattığı da bilinmektedir. Ay'ın gezegenimize uyguladığı kuvvet,",300,27120,27420
114," bu rakam değişebilir""""  Öte yandan Ay'ın Dünya'nın dönüş hızını giderek yavaşlattığı da bilinmektedir. Ay'ın gezegenimize uyguladığı kuvvet, gezegenimizi son 500.000 Yıl içerisinde yılda 400 dönüşten, yılda 365 dönüşe kadar yavaşlatmıştır. Astronomi'de librasyon veya sallantı, çeşitli gök cisimlerinin, yörüngesel özellikleri sebebiyle bir başka gökcisminden bakan gözlemciye ""sallanıyormuş"" gibi görünmeleri sağlayan mekanik fenomenidir. Dünya'dan Ay'ın hep aynı yüzü görünse de, librasyon sayesinde görünen yarıküre Ay'ın toplam yüz ölçümünün yarısından biraz daha fazladır; yaklaşık %59. Librasyon yukarı-aşağı (boylamsal), sağa-sola (enlemsel) veya ileri-geri (irtifaya) bağlı olarak gerçekleşebil",300,27360,27660
115," daha fazladır; yaklaşık %59. Librasyon yukarı-aşağı (boylamsal), sağa-sola (enlemsel) veya ileri-geri (irtifaya) bağlı olarak gerçekleşebilir.  Ay'ın librasyonu etkileyen faktörler arasında;  Dünya'nın günlük rotasyonu (kendi ekseni etrafında dönmesi), Ay'ın Dünya'nın etrafındaki yörüngesinin eksantrik olması (bkz. Dışmerkezlik) ve Ay'ın kendi etrafındaki dönüş ekseninin, Dünya'ya etrafındaki yörüngesinin çizdiği düzleme göre biraz eğimli olması gösterilebilir. Ay'ın yakın yüzü', Ay'ın her zaman Dünya'dan bakan yarımküresidir. Ay kendi ekseni etrafında, Ay'ın Dünya'nın yörüngesindeki dönüşüyle aynı hızda döndüğünden Ay'ın Dünya'dan yalnızca bir tarafı görülebilmektedir.  Ay, doğ",300,27600,27900
116," Dünya'nın yörüngesindeki dönüşüyle aynı hızda döndüğünden Ay'ın Dünya'dan yalnızca bir tarafı görülebilmektedir.  Ay, doğrudan Güneş tarafından aydınlatılır ve döngüsel olarak değişen görüntüleme koşulları, ayın evrelerine neden olur. Bazen Ay'ın uzak yüzü, Dünya'nın yüzeyinden Ay'a yansıyan dolaylı güneş ışığı olan dünya ışığı nedeniyle hafifçe görülebilir.  Ay yörüngesi hem biraz eliptik hem de ekvator düzlemine eğimli olduğundan, librasyon Ay'ın yüzeyinin %59'a kadarının Dünya'dan görülebilmesini sağlamaktadır. Ay'ın uzak yüzü', Ay'ın yörüngesindeki eşzamanlı dönüş nedeniyle her zaman Dünya'dan uzağa bakan yarımküresidir. Yakın yüzü karşılaştırıldığında, uzak yüzünün araz",300,27840,28140
117,"esindeki eşzamanlı dönüş nedeniyle her zaman Dünya'dan uzağa bakan yarımküresidir. Yakın yüzü karşılaştırıldığında, uzak yüzünün arazisi çok sayıda çarpma krateri ve nispeten az sayıda düz ve karanlık ay denizleri ile engebelidir, bu da Güneş Sistemi'ndeki Merkür ve Callisto gibi diğer çorak yerlere daha yakın bir görünüm vermektedir. Güney Kutbu-Aitken Havzası olan Güneş Sistemi'ndeki en büyük kraterlerden birine sahiptir. Yarımküre bazen ""Ay'ın karanlık yüzü"" olarak adlandırılır, burada ""karanlık"", ""güneş ışığından yoksun"" yerine ""bilinmeyen"" anlamına gelmektedir. Ay'ın her iki tarafı iki hafta güneş ışığı alırken, karşı taraf iki hafta gece yaşamaktadır. Uzak yüzün yaklaşık %18'i, librasyon nedeniyle Dünya'dan ara s",300,28080,28380
118," iki hafta güneş ışığı alırken, karşı taraf iki hafta gece yaşamaktadır. Uzak yüzün yaklaşık %18'i, librasyon nedeniyle Dünya'dan ara sıra görülebilir. Kalan %82, Sovyet Luna 3 uzay sondası tarafından fotoğraflandığı 1959 yılına kadar gözlemlenmeden kaldı. Sovyetler Birliği Bilimler Akademisi, 1960 yılında uzak tarafla ilgili ilk atlası yayınladı. Apollo 8 astronotları, 1968'de Ay yörüngesinde döndüklerinde, uzağı bizzat gören ilk insanlar oldular. Tüm insanlı ve insansız yumuşak inişler, Chang'e 4 uzay aracının uzak tarafa ilk inişi yaptığı 3 Ocak 2019 tarihine kadar Ay'ın yakın tarafında gerçekleşti. Gök bilimciler, Ay'ın onu Dünya'dan gelebilecek olası elektromanyetik girişimlerden koruyacağı uzak tarafa büyük bir radyo teleskopu kurmay",300,28320,28620
119,"ekleşti. Gök bilimciler, Ay'ın onu Dünya'dan gelebilecek olası elektromanyetik girişimlerden koruyacağı uzak tarafa büyük bir radyo teleskopu kurmayı önerdiler. Hilâl ya da ayçaiki dairenin iç içe girmesi fakat dairelerin merkezlerinde çakışmaması durumunda oluşan şekildir.   15 Temmuz 1099'da Haçlılar tarafından istila edilen Kudüs ve arka planda indirilen üç hilâlli bayrak, Emil Signol, Versay Sarayı Gökbilimde Dünya-Ay doğrusuyla Dünya-Güneş doğrusunun aynı hizaya gelmesi durumunda Ay'ın Güneş ışığına yönelik kısmı C harfi şekline bürünür ve bu safhada Ay, Dünyadan hilâl şeklinde görünür. Ay denizleri (Lunar maria), Ay'ın karanlık yüzüne çarparak, görünen yüzünde volkanik etkinlikleri tetikleyen eski asteroid çarpmalarının neden olduğu",300,28560,28860
120,"linde görünür. Ay denizleri (Lunar maria), Ay'ın karanlık yüzüne çarparak, görünen yüzünde volkanik etkinlikleri tetikleyen eski asteroid çarpmalarının neden olduğu büyük, koyu ve bazaltik düzlüklerdir. Erken astronomların yaptıkları yanlış değerlendirmeler sonucu bu yapılar deniz olarak adlandırılmıştır. Demir (Fe) zengini içeriklerinden dolayı, Ay'daki yüksek alanlardan daha az yansıtıcı özelliktedirler ve çıplak gözle bakıldığında karanlık görülürler.  Bu denizler Ay yüzeyinin yaklaşık olarak yüzde 17 kadarını kaplar ve çoğunlukla Ay'ın görünen yüzünde yer alırlar. Ufak bir kısmı ise Ay'ın karanlık yüzünden kraterlerin içinde yerleşmiştir. Bu Ay denizlerinin adlandırılmasında farklı terimler kullanılmıştır, örnek olarak göl (lacus), bataklık (palus) ve körfez (sin",300,28800,29100
121,"lerin içinde yerleşmiştir. Bu Ay denizlerinin adlandırılmasında farklı terimler kullanılmıştır, örnek olarak göl (lacus), bataklık (palus) ve körfez (sinus) adları aynı özellikteki daha ufak bazalt düzlüklerine verilirken; bir adet de okyanus (oceanus) olarak adlandırılan bazalt düzlüğü bulunur. Adlandırmalar yapılırken denizlerin özelliklerine atıfta bulunulmuştur (Ocean procellarum ve Mare Australis gibi), daha sonra kişi adları verilmiştir (Mare Humboldtianum) ve sonra uluslararası komite ruh durumu adları verilmesi için fikir birliği oluşturmuştur (Mare serenitatis), bu son kuralın tek istisnası Luna 3 tarafından keşfedilen Mare moscoviense'dir ve bu adlandırma Sovyetler Birliği tarafından teklif edilip kabul görmüştür. Jeolojik yaş Bazalt denizlerinin yaşları hem doğrudan radyometrik yöntemle hen de krater sayma",300,29040,29340
122,"ir ve bu adlandırma Sovyetler Birliği tarafından teklif edilip kabul görmüştür. Jeolojik yaş Bazalt denizlerinin yaşları hem doğrudan radyometrik yöntemle hen de krater sayma yöntemiyle belirlenmiştir. Radyometrik yaş hesabına göre 3.16-4.2 milyar yıl aralığında bir yaş dizisi çıkarılırken, krater sayma yöntemine göre en genç deniz 1.2 milyar yaşındadır, ancak ortalama olarak bazalt denizlerinin geneli 3-3.5 milyar aralığında bir yaşa sahiptir. En genç bazalt denizi Ay'ın görünen yüzünde Oceanus procellarum'dur. Bazaltların büyük çoğunluğu ya alçak çarpışma düzlüklerinde püskürür ya da oraya akarken, en büyük volkanik alan Oceanus procellarum herhangi bir çarpışma havzasına denk düşmez. Mineraloji Ay'ın jeolojik evriminin Yerküre'ninkinden ayrıldığı noktalar vardır ve bu noktada jeok",300,29280,29580
123," Oceanus procellarum herhangi bir çarpışma havzasına denk düşmez. Mineraloji Ay'ın jeolojik evriminin Yerküre'ninkinden ayrıldığı noktalar vardır ve bu noktada jeokimyasal olarak temel farklar görülür. Ay görevlerinde toplanan kayaç örneklerinin kimyasal çözümlemeler sonucu uyumsuz elemenleri yüksek oranda barındırdığı görülmüştür. Bu kayaçlara KREEP adı verilir ve yoğun olarak potasyum (K), nadir toprak elementleri (REE) ve fosfor (P) içerirler. Ay denizlerindeki bazaltlar, yerküredeki karşılıklarından sulu alterasyonun yokluğu, plajioklaslarda çok düşük sodyum (Na) içeriği ve yüksek miktarda ilmenit varlığı ile ayrılırlar. Ayrıca bu denizlerdeki bazalt temel olarak iki geniş gruba ayrılır: Yüksek oranda TiO2 (% 9-14) bulunduran yaşlı grup ve düşük oranda TiO2 barındıran",300,29520,29820
124,". Ayrıca bu denizlerdeki bazalt temel olarak iki geniş gruba ayrılır: Yüksek oranda TiO2 (% 9-14) bulunduran yaşlı grup ve düşük oranda TiO2 barındıran (%1-5) genç grup. Fiziksel özellikler Ay denizleri toplam 6.3*106 km² bir alanı kaplar ve bu Ay yüzeyinin yüzde 17'sine denk gelir, stratigrafik yaklaşımlar ve morfometrik ölçümlerle ay denizlerinin hacminin 1*107 km³ olduğu saptanmıştır. Ay denizlerinin genişlikleri de 200 km'den 1200 km'ye değişir ve bu oluşumların kalınlıkları 500 m'den 1500 m'ye uzanır. Bunun yanında her deniz yaklaşık 10–20 m kalınlığında bazalt akış yapısı barındırır ve bu denizler birbiriyle üst üste binmiş yüzlerce bazalt akışından oluşur. Tutulum, ekliptik veya tutulum düzlemi ya da ekliptik düzlem, Dünya'n",300,29760,30060
125,"ındırır ve bu denizler birbiriyle üst üste binmiş yüzlerce bazalt akışından oluşur. Tutulum, ekliptik veya tutulum düzlemi ya da ekliptik düzlem, Dünya'nın Güneş etrafındaki yörünge düzlemidir.Dünya'da bulunan bir gözlemcinin bakış açısından, Güneş'in bir yıl boyunca gök küre etrafındaki hareketi, yıldızların arka planına karşı ekliptik boyunca bir yol izler.Ekliptik önemli bir referans düzlemidir ve ekliptik koordinat sisteminin temelidir.Ekliptik, Güneş'in bir yıl boyunca izlediği görünür yoldur.Dünya'nın Güneş'in etrafında dönmesi bir yıl sürdüğü için, Güneş'in görünen konumunun ekliptik etrafında tam bir tur atması da bir yıl sürer. Bir yıl 365 günden biraz daha fazla olduğundan, Güneş her gün 1°'den biraz daha az bir açıyla doğuya doğru hareket eder. Gü",300,30000,30300
126,"rafında tam bir tur atması da bir yıl sürer. Bir yıl 365 günden biraz daha fazla olduğundan, Güneş her gün 1°'den biraz daha az bir açıyla doğuya doğru hareket eder. Güneş'in yıldızlara göre konumundaki bu küçük fark, Dünya üzerindeki herhangi bir noktanın Güneş'e her gün, Dünya'nın yörüngesinde dönmemesi durumunda olacağından yaklaşık dört dakika daha geç yetişmesine (ve doğrudan kuzeyinde veya güneyinde durmasına) neden olur; bu nedenle Dünya'da bir gün yaklaşık 23 saat 56 dakikalık güneş günü yerine 24 saat uzunluğundadır. Bu basitleştirme de yine Güneş etrafında aynı hızda dönen varsayımsal bir Dünya'ya dayanmaktadır. Dünya'nın Güneş'in etrafında döndüğü gerçek hız yıl içinde bir miktar değişir, dolayısıyla Güneş'in ekliptik boyunca hareket ediyormuş gibi",300,30240,30540
